sample1	sample2	ref	scaffold	length	common	commonPct	single	singlePct	singleAgree	singleAgreePct	sharedAlleles	sharedAllelesPct	variants	variantPct	commonVariant	commonVariantPct	variantExact	variantExactPct	AnotB	AnotBpct	AnotBweak	AnotBweakPct	BnotA	BnotApct	BnotAweak	BnotAweakPct	Agaps	AsharedGaps	AgapPct	Bgaps	BsharedGaps	BgapPct	gapJaccardSim
UMB11_03	UMB11_06	Esch_coli_clone_D_i14	NC_017652.1	5038386	1836	0.0364	1836	100.0000	1829	99.6187	1829	99.6187	23	1.2527	16	69.5652	16	69.5652	0	0.0000	0	0.0000	7	30.4348	7	30.4348	702379	580679	82.6732	470300	364698	77.5458	0.8892
UMB11_03	UMB11_06	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	3346	0.0673	3345	99.9701	3345	100.0000	3346	100.0000	25	0.7472	25	100.0000	24	96.0000	0	0.0000	0	0.0000	1	4.0000	1	4.0000	586220	408278	69.6459	496343	243126	48.9835	0.8799
UMB11_03	UMB11_07	Esch_coli_1190	NZ_CP023386.1	4900891	405110	8.2660	405067	99.9894	405023	99.9891	405066	99.9891	200	0.0494	156	78.0000	113	56.5000	12	6.0000	12	6.0000	72	36.0000	65	32.5000	185085	175075	94.5917	171056	154895	90.5522	0.9872
UMB11_03	UMB11_07	Esch_coli_H3	NZ_CP010167.1	4630919	3651	0.0788	3651	100.0000	3650	99.9726	3650	99.9726	39	1.0682	38	97.4359	38	97.4359	1	2.5641	1	2.5641	0	0.0000	0	0.0000	304429	255100	83.7962	297002	129452	43.5862	0.9343
UMB11_03	UMB11_07	Esch_coli_NGF1	NZ_CP016007.1	5026105	4014	0.0799	4009	99.8754	4009	100.0000	4014	100.0000	41	1.0214	41	100.0000	36	87.8049	0	0.0000	0	0.0000	5	12.1951	5	12.1951	501624	355958	70.9611	679197	267626	39.4033	0.9220
UMB11_03	UMB11_07	Esch_coli_clone_D_i14	NC_017652.1	5038386	2129	0.0423	2128	99.9530	2125	99.8590	2126	99.8591	32	1.5031	29	90.6250	28	87.5000	1	3.1250	1	3.1250	2	6.2500	2	6.2500	702379	643564	91.6263	819011	538442	65.7430	0.8944
UMB11_03	UMB11_07	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	4195	0.0843	4191	99.9046	4186	99.8807	4190	99.8808	29	0.6913	24	82.7586	20	68.9655	2	6.8966	1	3.4483	3	10.3448	3	10.3448	586220	357727	61.0227	347002	165449	47.6796	0.8822
UMB11_03	UMB11_08	Esch_coli_1190	NZ_CP023386.1	4900891	117635	2.4003	117635	100.0000	117629	99.9949	117629	99.9949	52	0.0442	46	88.4615	46	88.4615	3	5.7692	3	5.7692	3	5.7692	2	3.8462	185085	145541	78.6347	158445	146928	92.7312	0.9971
UMB11_03	UMB11_08	Esch_coli_H3	NZ_CP010167.1	4630919	1507	0.0325	1507	100.0000	1507	100.0000	1507	100.0000	19	1.2608	19	100.0000	19	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	304429	47403	15.5711	227784	144008	63.2213	0.9265
UMB11_03	UMB11_08	Esch_coli_NGF1	NZ_CP016007.1	5026105	1523	0.0303	1523	100.0000	1521	99.8687	1521	99.8687	23	1.5102	21	91.3043	21	91.3043	1	4.3478	0	0.0000	1	4.3478	0	0.0000	501624	313015	62.4003	437547	357725	81.7569	0.9463
UMB11_03	UMB11_08	Esch_coli_clone_D_i14	NC_017652.1	5038386	909	0.0180	909	100.0000	909	100.0000	909	100.0000	12	1.3201	12	100.0000	12	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	702379	359573	51.1936	370459	370459	100.0000	0.9624
UMB11_03	UMB11_08	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	1306	0.0263	1306	100.0000	1306	100.0000	1306	100.0000	5	0.3828	5	100.0000	5	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	586220	207510	35.3980	376210	243335	64.6806	0.8873
UMB11_03	UMB11_11	Esch_coli_1190	NZ_CP023386.1	4900891	611275	12.4727	611224	99.9917	611203	99.9966	611254	99.9966	242	0.0396	221	91.3223	174	71.9008	16	6.6116	13	5.3719	34	14.0496	29	11.9835	185085	185085	100.0000	165998	165998	100.0000	0.9889
UMB11_03	UMB11_11	Esch_coli_H3	NZ_CP010167.1	4630919	6330	0.1367	6330	100.0000	6330	100.0000	6330	100.0000	65	1.0269	65	100.0000	65	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	304429	150495	49.4352	250918	80733	32.1751	0.9343
UMB11_03	UMB11_11	Esch_coli_NGF1	NZ_CP016007.1	5026105	6869	0.1367	6865	99.9418	6862	99.9563	6866	99.9563	66	0.9608	63	95.4545	59	89.3939	1	1.5152	0	0.0000	6	9.0909	4	6.0606	501624	441375	87.9892	804095	309208	38.4542	0.9244
UMB11_03	UMB11_11	Esch_coli_clone_D_i14	NC_017652.1	5038386	4164	0.0826	4159	99.8799	4158	99.9760	4163	99.9760	50	1.2008	49	98.0000	44	88.0000	1	2.0000	1	2.0000	3	6.0000	2	4.0000	702379	480722	68.4420	811748	405997	50.0152	0.9133
UMB11_03	UMB11_11	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	5194	0.1044	5193	99.9807	5193	100.0000	5194	100.0000	46	0.8856	46	100.0000	45	97.8261	0	0.0000	0	0.0000	0	0.0000	0	0.0000	586220	423641	72.2666	742039	296585	39.9689	0.8993
UMB11_03.1	UMB11_04.1	Esch_coli_1190	NZ_CP023386.1	4900891	27693	0.5651	27693	100.0000	27692	99.9964	27692	99.9964	5	0.0181	4	80.0000	4	80.0000	0	0.0000	0	0.0000	1	20.0000	1	20.0000	172806	135738	78.5494	139592	139592	100.0000	0.9987
UMB11_03.1	UMB11_04.1	Esch_coli_H3	NZ_CP010167.1	4630919	235	0.0051	235	100.0000	235	100.0000	235	100.0000	4	1.7021	4	100.0000	4	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	238519	74363	31.1770	144878	144878	100.0000	0.9687
UMB11_03.1	UMB11_04.1	Esch_coli_NGF1	NZ_CP016007.1	5026105	135	0.0027	135	100.0000	135	100.0000	135	100.0000	1	0.7407	1	100.0000	1	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	595621	324583	54.4949	175222	175222	100.0000	0.9763
UMB11_03.1	UMB11_04.1	Esch_coli_clone_D_i14	NC_017652.1	5038386	215	0.0043	215	100.0000	215	100.0000	215	100.0000	5	2.3256	5	100.0000	5	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	620059	0	0.0000	0	0	0.0000	0.9677
UMB11_03.1	UMB11_04.1	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	159	0.0032	159	100.0000	159	100.0000	159	100.0000	1	0.6289	1	100.0000	1	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	469483	206440	43.9718	331642	331642	100.0000	0.9333
UMB11_03.1	UMB11_06	Esch_coli_1190	NZ_CP023386.1	4900891	215863	4.4046	215823	99.9815	215758	99.9699	215798	99.9699	133	0.0616	68	51.1278	28	21.0526	8	6.0150	6	4.5113	95	71.4286	95	71.4286	172806	172806	100.0000	165099	158136	95.7825	0.9922
UMB11_03.1	UMB11_06	Esch_coli_H3	NZ_CP010167.1	4630919	7538	0.1628	7535	99.9602	7438	98.7127	7441	98.7132	105	1.3929	8	7.6190	5	4.7619	97	92.3810	50	47.6190	2	1.9048	2	1.9048	238519	145316	60.9243	120001	44597	37.1639	0.9485
UMB11_03.1	UMB11_06	Esch_coli_NGF1	NZ_CP016007.1	5026105	1871	0.0372	1871	100.0000	1870	99.9466	1870	99.9466	19	1.0155	18	94.7368	18	94.7368	0	0.0000	0	0.0000	1	5.2632	1	5.2632	595621	404761	67.9561	585332	296745	50.6969	0.8815
UMB11_03.1	UMB11_06	Esch_coli_clone_D_i14	NC_017652.1	5038386	1595	0.0317	1595	100.0000	1590	99.6865	1590	99.6865	24	1.5047	19	79.1667	19	79.1667	0	0.0000	0	0.0000	5	20.8333	5	20.8333	620059	510434	82.3202	470300	289731	61.6056	0.8943
UMB11_03.1	UMB11_06	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	3260	0.0655	3260	100.0000	3258	99.9387	3258	99.9387	30	0.9202	28	93.3333	28	93.3333	0	0.0000	0	0.0000	2	6.6667	2	6.6667	469483	342432	72.9381	496343	210774	42.4654	0.9056
UMB11_03.1	UMB11_07	Esch_coli_1190	NZ_CP023386.1	4900891	252557	5.1533	252524	99.9869	252490	99.9865	252523	99.9865	130	0.0515	96	73.8462	63	48.4615	7	5.3846	6	4.6154	56	43.0769	56	43.0769	172806	172806	100.0000	171056	148033	86.5407	0.9879
UMB11_03.1	UMB11_07	Esch_coli_H3	NZ_CP010167.1	4630919	2931	0.0633	2931	100.0000	2931	100.0000	2931	100.0000	22	0.7506	22	100.0000	22	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	238519	145316	60.9243	297002	50756	17.0894	0.9485
UMB11_03.1	UMB11_07	Esch_coli_NGF1	NZ_CP016007.1	5026105	2146	0.0427	2146	100.0000	2146	100.0000	2146	100.0000	15	0.6990	15	100.0000	15	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	595621	404761	67.9561	679197	284204	41.8441	0.9115
UMB11_03.1	UMB11_07	Esch_coli_clone_D_i14	NC_017652.1	5038386	1617	0.0321	1613	99.7526	1610	99.8140	1614	99.8145	22	1.3605	19	86.3636	15	68.1818	2	9.0909	0	0.0000	3	13.6364	3	13.6364	620059	510434	82.3202	819011	383429	46.8161	0.8924
UMB11_03.1	UMB11_07	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	2969	0.0597	2967	99.9326	2965	99.9326	2967	99.9326	21	0.7073	19	90.4762	17	80.9524	2	9.5238	0	0.0000	0	0.0000	0	0.0000	469483	469483	100.0000	347002	166011	47.8415	0.9056
UMB11_03.1	UMB11_08	Esch_coli_1190	NZ_CP023386.1	4900891	75899	1.5487	75897	99.9974	75894	99.9960	75896	99.9960	20	0.0264	17	85.0000	15	75.0000	1	5.0000	1	5.0000	2	10.0000	2	10.0000	172806	148091	85.6978	158445	146928	92.7312	0.9916
UMB11_03.1	UMB11_08	Esch_coli_H3	NZ_CP010167.1	4630919	984	0.0212	984	100.0000	983	99.8984	983	99.8984	22	2.2358	21	95.4545	21	95.4545	1	4.5455	1	4.5455	0	0.0000	0	0.0000	238519	70953	29.7473	227784	83776	36.7787	0.9278
UMB11_03.1	UMB11_08	Esch_coli_NGF1	NZ_CP016007.1	5026105	303	0.0060	303	100.0000	299	98.6799	299	98.6799	8	2.6403	4	50.0000	4	50.0000	2	25.0000	0	0.0000	2	25.0000	2	25.0000	595621	415740	69.7994	437547	357725	81.7569	0.9288
UMB11_03.1	UMB11_08	Esch_coli_clone_D_i14	NC_017652.1	5038386	287	0.0057	287	100.0000	287	100.0000	287	100.0000	1	0.3484	1	100.0000	1	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	620059	418461	67.4873	370459	370459	100.0000	0.9464
UMB11_03.1	UMB11_08	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	991	0.0199	991	100.0000	991	100.0000	991	100.0000	6	0.6054	6	100.0000	6	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	469483	263043	56.0282	376210	243382	64.6931	0.9075
UMB11_03.1	UMB11_11	Esch_coli_1190	NZ_CP023386.1	4900891	390913	7.9764	390894	99.9951	390880	99.9964	390899	99.9964	100	0.0256	86	86.0000	67	67.0000	9	9.0000	8	8.0000	15	15.0000	14	14.0000	172806	172806	100.0000	165998	154893	93.3102	0.9916
UMB11_03.1	UMB11_11	Esch_coli_H3	NZ_CP010167.1	4630919	4938	0.1066	4935	99.9392	4935	100.0000	4938	100.0000	54	1.0936	54	100.0000	51	94.4444	0	0.0000	0	0.0000	2	3.7037	2	3.7037	238519	145316	60.9243	250918	57627	22.9665	0.9485
UMB11_03.1	UMB11_11	Esch_coli_NGF1	NZ_CP016007.1	5026105	4198	0.0835	4198	100.0000	4193	99.8809	4193	99.8809	57	1.3578	52	91.2281	52	91.2281	2	3.5088	0	0.0000	3	5.2632	3	5.2632	595621	404761	67.9561	804095	368234	45.7948	0.9110
UMB11_03.1	UMB11_11	Esch_coli_clone_D_i14	NC_017652.1	5038386	3036	0.0603	3036	100.0000	3036	100.0000	3036	100.0000	31	1.0211	31	100.0000	31	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	620059	510434	82.3202	811748	378537	46.6323	0.9093
UMB11_03.1	UMB11_11	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	3939	0.0792	3939	100.0000	3939	100.0000	3939	100.0000	40	1.0155	40	100.0000	40	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	469483	469483	100.0000	742039	259852	35.0186	0.9056
UMB11_04.1	UMB11_06	Esch_coli_1190	NZ_CP023386.1	4900891	69584	1.4198	69563	99.9698	69536	99.9612	69557	99.9612	56	0.0805	29	51.7857	8	14.2857	2	3.5714	2	3.5714	45	80.3571	45	80.3571	139592	139592	100.0000	165099	132025	79.9672	0.9965
UMB11_04.1	UMB11_06	Esch_coli_H3	NZ_CP010167.1	4630919	2437	0.0526	2437	100.0000	2412	98.9741	2412	98.9741	27	1.1079	2	7.4074	2	7.4074	25	92.5926	4	14.8148	0	0.0000	0	0.0000	144878	144878	100.0000	120001	11524	9.6033	0.9687
UMB11_04.1	UMB11_06	Esch_coli_NGF1	NZ_CP016007.1	5026105	611	0.0122	611	100.0000	611	100.0000	611	100.0000	14	2.2913	14	100.0000	14	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	175222	175222	100.0000	585332	72519	12.3894	0.9651
UMB11_04.1	UMB11_06	Esch_coli_clone_D_i14	NC_017652.1	5038386	527	0.0105	527	100.0000	512	97.1537	512	97.1537	22	4.1746	7	31.8182	7	31.8182	1	4.5455	1	4.5455	14	63.6364	14	63.6364	0	0	0.0000	470300	0	0.0000	1.0000
UMB11_04.1	UMB11_06	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	513	0.0103	513	100.0000	513	100.0000	513	100.0000	10	1.9493	10	100.0000	10	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	331642	170798	51.5007	496343	70230	14.1495	0.9333
UMB11_04.1	UMB11_07	Esch_coli_1190	NZ_CP023386.1	4900891	78846	1.6088	78843	99.9962	78834	99.9886	78837	99.9886	20	0.0254	11	55.0000	8	40.0000	3	15.0000	3	15.0000	9	45.0000	9	45.0000	139592	139592	100.0000	171056	118475	69.2609	0.9883
UMB11_04.1	UMB11_07	Esch_coli_H3	NZ_CP010167.1	4630919	1056	0.0228	1056	100.0000	1056	100.0000	1056	100.0000	9	0.8523	9	100.0000	9	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	144878	144878	100.0000	297002	13627	4.5882	0.9687
UMB11_04.1	UMB11_07	Esch_coli_NGF1	NZ_CP016007.1	5026105	491	0.0098	491	100.0000	491	100.0000	491	100.0000	1	0.2037	1	100.0000	1	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	175222	175222	100.0000	679197	123256	18.1473	0.9651
UMB11_04.1	UMB11_07	Esch_coli_clone_D_i14	NC_017652.1	5038386	722	0.0143	713	98.7535	712	99.8597	721	99.8615	17	2.3546	16	94.1176	7	41.1765	0	0.0000	0	0.0000	10	58.8235	10	58.8235	0	0	0.0000	819011	0	0.0000	1.0000
UMB11_04.1	UMB11_07	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	340	0.0068	340	100.0000	339	99.7059	339	99.7059	3	0.8824	2	66.6667	2	66.6667	0	0.0000	0	0.0000	1	33.3333	1	33.3333	331642	331642	100.0000	347002	33154	9.5544	0.9333
UMB11_04.1	UMB11_08	Esch_coli_1190	NZ_CP023386.1	4900891	21435	0.4374	21434	99.9953	21433	99.9953	21434	99.9953	6	0.0280	5	83.3333	4	66.6667	1	16.6667	1	16.6667	0	0.0000	0	0.0000	139592	139592	100.0000	158445	134390	84.8181	0.9983
UMB11_04.1	UMB11_08	Esch_coli_H3	NZ_CP010167.1	4630919	228	0.0049	228	100.0000	228	100.0000	228	100.0000	5	2.1930	5	100.0000	5	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	144878	0	0.0000	227784	0	0.0000	0.9376
UMB11_04.1	UMB11_08	Esch_coli_NGF1	NZ_CP016007.1	5026105	137	0.0027	137	100.0000	137	100.0000	137	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	175222	175222	100.0000	437547	267590	61.1569	0.9810
UMB11_04.1	UMB11_08	Esch_coli_clone_D_i14	NC_017652.1	5038386	179	0.0036	179	100.0000	179	100.0000	179	100.0000	3	1.6760	3	100.0000	3	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0	0.0000	370459	0	0.0000	0.9679
UMB11_04.1	UMB11_08	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	242	0.0049	242	100.0000	242	100.0000	242	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	331642	0	0.0000	376210	0	0.0000	0.9333
UMB11_04.1	UMB11_11	Esch_coli_1190	NZ_CP023386.1	4900891	120907	2.4670	120901	99.9950	120896	99.9959	120902	99.9959	34	0.0281	29	85.2941	23	67.6471	4	11.7647	3	8.8235	7	20.5882	7	20.5882	139592	139592	100.0000	165998	132886	80.0528	0.9986
UMB11_04.1	UMB11_11	Esch_coli_H3	NZ_CP010167.1	4630919	1603	0.0346	1603	100.0000	1603	100.0000	1603	100.0000	24	1.4972	24	100.0000	24	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	144878	144878	100.0000	250918	20393	8.1274	0.9687
UMB11_04.1	UMB11_11	Esch_coli_NGF1	NZ_CP016007.1	5026105	981	0.0195	981	100.0000	981	100.0000	981	100.0000	3	0.3058	3	100.0000	3	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	175222	175222	100.0000	804095	196148	24.3936	0.9651
UMB11_04.1	UMB11_11	Esch_coli_clone_D_i14	NC_017652.1	5038386	1297	0.0257	1296	99.9229	1296	100.0000	1297	100.0000	16	1.2336	16	100.0000	15	93.7500	0	0.0000	0	0.0000	1	6.2500	1	6.2500	0	0	0.0000	811748	0	0.0000	1.0000
UMB11_04.1	UMB11_11	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	348	0.0070	348	100.0000	348	100.0000	348	100.0000	5	1.4368	5	100.0000	5	100.0000	0	0.0000	0	0.0000	0	0.0000	0	0.0000	331642	331642	100.0000	742039	78420	10.5682	0.9333
UMB11_06	UMB11_07	Esch_coli_1190	NZ_CP023386.1	4900891	718395	14.6585	718228	99.9768	717916	99.9566	718083	99.9566	683	0.0951	371	54.3192	204	29.8682	318	46.5593	310	45.3880	157	22.9868	151	22.1083	165099	158136	95.7825	171056	148033	86.5407	0.9898
UMB11_06	UMB11_07	Esch_coli_H3	NZ_CP010167.1	4630919	143591	3.1007	143574	99.9882	142725	99.4087	142742	99.4087	877	0.6108	28	3.1927	11	1.2543	25	2.8506	25	2.8506	834	95.0969	689	78.5633	120001	98735	82.2785	297002	140156	47.1903	0.9496
UMB11_06	UMB11_07	Esch_coli_NGF1	NZ_CP016007.1	5026105	6526	0.1298	6519	99.8927	6517	99.9693	6524	99.9694	75	1.1492	73	97.3333	66	88.0000	3	4.0000	3	4.0000	5	6.6667	5	6.6667	585332	431602	73.7363	679197	521694	76.8104	0.8988
UMB11_06	UMB11_07	Esch_coli_clone_D_i14	NC_017652.1	5038386	3486	0.0692	3482	99.8853	3454	99.1959	3458	99.1968	71	2.0367	43	60.5634	39	54.9296	23	32.3944	20	28.1690	7	9.8592	7	9.8592	470300	411932	87.5892	819011	567280	69.2640	0.8865
UMB11_06	UMB11_07	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	10449	0.2100	10434	99.8564	10373	99.4154	10388	99.4162	114	1.0910	53	46.4912	38	33.3333	49	42.9825	29	25.4386	17	14.9123	17	14.9123	496343	362094	72.9524	347002	270635	77.9923	0.9449
UMB11_06	UMB11_08	Esch_coli_1190	NZ_CP023386.1	4900891	199668	4.0741	199626	99.9790	199556	99.9649	199598	99.9649	162	0.0811	92	56.7901	51	31.4815	92	56.7901	91	56.1728	19	11.7284	18	11.1111	165099	151355	91.6753	158445	158445	100.0000	0.9951
UMB11_06	UMB11_08	Esch_coli_H3	NZ_CP010167.1	4630919	9132	0.1972	9130	99.9781	8997	98.5433	8999	98.5436	137	1.5002	4	2.9197	2	1.4599	2	1.4599	2	1.4599	133	97.0803	76	55.4745	120001	33073	27.5606	227784	83776	36.7787	0.9508
UMB11_06	UMB11_08	Esch_coli_NGF1	NZ_CP016007.1	5026105	1616	0.0322	1616	100.0000	1604	99.2574	1604	99.2574	40	2.4752	28	70.0000	28	70.0000	7	17.5000	3	7.5000	5	12.5000	2	5.0000	585332	254840	43.5377	437547	437547	100.0000	0.9129
UMB11_06	UMB11_08	Esch_coli_clone_D_i14	NC_017652.1	5038386	1196	0.0237	1196	100.0000	1193	99.7492	1193	99.7492	18	1.5050	15	83.3333	15	83.3333	3	16.6667	3	16.6667	0	0.0000	0	0.0000	470300	271521	57.7336	370459	370459	100.0000	0.9370
UMB11_06	UMB11_08	Esch_coli_f974b26a-5e81-11e8-bf7f-3c4a9275d6c8	NZ_LR536430.1	4975029	3402	0.0684	3400	99.9412	3390	99.7059	3392	99.7061	41	1.2052	31	75.6098	29	70.7317	10	24.3902	10	24.3902	1	2.4390	1	2.4390	496343	234717	47.2893	376210	376210	100.0000	0.9353
UMB11_06	UMB11_11	Esch_coli_1190	NZ_CP023386.1	4900891	1059446	21.6174	1059249	99.9814	1058911	99.9681	1059108	99.9681	800	0.0755	462	57.7500	269	33.6250	466	58.2500	451	56.3750	60	7.5000	50	6.2500	165099	158136	95.7825	165998	154893	93.3102	0.9964
UMB11_06	UMB11_11	Esch_coli_H3	NZ_CP010167.1	4630919	48140	1.0395	48129	99.9771	47647	98.9985	47658	98.9988	504	1.0469	22	4.3651	11	2.1825	12	2.3810	12	2.3810	477	94.6429	214	42.4603	120001	72209	60.1737	250918	91798	36.5849	0.9568
UMB11_06	UMB11_11	Esch_coli_NGF1	NZ_CP016007.1	5026105	10491	0.2087	10484	99.9333	10469	99.8569	10476	99.8570	143	1.3631	128	89.5105	121	84.6154	11	7.6923	5	3.4965	9	6.2937	5	3.4965	585332	519328	88.7237	804095	591767	73.5942	0.9131
