sample	start	end
3	23968	23969
3	24040	24069
3	25118	25145
3	25865	25912
3	25916	26017
3	26167	26174
3	26293	26298
3	26299	26301
3	26304	26307
3	26308	26309
3	26310	26313
3	26314	26315
3	26318	26326
3	26327	26330
3	26331	26335
3	26337	26344
3	26345	26353
3	26354	26358
3	26360	26361
3	26363	26364
3	26365	26366
3	26368	26370
3	26371	26373
3	26374	26401
3	26403	26404
3	26405	26409
3	27098	27346
3	27376	27381
3	27382	27397
3	27474	27527
3	28191	28270
3	28820	28918
3	28919	28928
3	28934	28948
3	28949	28954
3	28955	28963
3	28964	28966
3	28967	28973
3	28974	28976
3	28980	28982
3	28983	28989
3	28990	28991
3	28992	29143
3	29144	29148
3	29149	29163
3	29164	29165
3	29179	29187
3	29188	29209
3	29311	29330
3	29403	29417
3	29418	29432
3	29433	29462
3	31110	31114
3	31115	31122
3	31125	31138
3	31139	31186
3	32363	32385
3	32386	32438
3	32439	32464
3	32495	32589
3	33601	33609
3	33661	33828
3	33832	33985
3	33995	34056
3	34280	34371
3	34499	34507
3	34557	34600
3	34628	34916
3	35278	35379
3	35380	35415
3	36211	36217
3	36218	36412
3	37378	37552
3	37620	37721
3	37725	37734
3	37785	37864
3	37865	37867
3	37869	37876
3	37879	37885
3	37963	38114
3	38727	38728
3	38729	38730
3	38731	38758
3	38759	38861
3	38862	38867
3	38992	39059
3	39061	39148
3	39149	39155
3	39156	39165
3	39241	39244
3	39245	39246
3	39247	39254
3	39255	39256
3	39257	39258
3	39855	39888
3	39889	39901
3	39902	39963
3	39964	39965
3	39966	39967
3	39968	40010
3	40013	40023
3	40024	40027
3	40029	40030
3	40033	40036
3	40037	40043
3	40044	40049
3	40050	40055
3	40056	40062
3	40065	40066
3	40068	40070
3	40071	40072
3	40073	40074
3	40078	40079
3	40083	40084
3	40087	40089
3	40096	40102
3	40104	40105
3	40106	40108
3	40109	40113
3	40116	40118
3	40131	40135
3	40136	40140
3	40141	40142
3	40429	40458
3	40587	40635
3	40656	40688
3	42199	42207
3	42208	42209
3	42210	42216
3	42217	42221
3	42222	42228
3	42231	42232
3	42233	42241
3	42242	42280
3	42982	43005
3	43006	43098
3	43099	43130
3	43131	43133
3	44146	44155
3	44266	44528
3	45216	45300
3	45307	45317
3	45340	45356
3	45357	45358
3	45359	45363
3	45364	45377
3	45378	45379
3	45380	45408
3	45557	45623
3	45624	45626
3	45627	45644
3	45645	45655
3	45656	45666
3	45667	45684
3	45685	45690
3	45691	45697
3	45698	45708
3	46117	46218
3	46248	46249
3	46307	46349
3	46679	46780
3	46798	46809
3	46810	46819
3	46843	46847
3	46848	46863
3	46864	46866
3	46867	46876
3	46877	46899
3	46901	46903
3	46904	46905
3	46924	46925
3	46926	46928
3	46935	46937
3	46940	46945
3	46947	46948
3	46950	46951
3	46953	46959
3	46966	46969
3	47807	47859
3	47889	47990
3	48124	48126
3	48127	48130
3	48131	48132
3	48133	48146
3	48147	48148
3	48149	48157
3	48158	48169
3	48170	48176
3	48177	48178
3	48179	48188
3	48190	48194
3	48195	48203
3	48204	48206
3	48210	48211
3	48212	48214
3	48215	48220
3	48437	48449
3	48450	48452
3	48967	48976
3	48999	49201
3	49225	49245
3	49772	49801
3	49805	49806
3	49807	49811
3	49812	49813
3	49816	49819
3	49820	49827
3	49829	49845
3	49846	49851
3	49852	49866
3	49867	49872
3	49873	49874
3	50024	50211
3	50713	50717
3	50738	50814
3	50881	50888
3	50932	51035
3	51041	51043
3	51046	51048
3	51049	51050
3	51051	51052
3	51053	51060
3	51062	51064
3	51065	51074
3	51075	51159
3	51343	51390
3	51392	51396
3	51397	51400
3	51401	51403
3	51405	51414
3	51415	51417
3	51420	51426
3	51427	51436
3	51438	51445
3	51446	51453
3	51454	51517
3	52806	52938
3	52968	53078
3	53079	53083
3	53084	53089
3	53253	53254
3	53256	53257
3	53261	53262
3	53263	53265
3	53274	53276
3	53277	53279
3	53280	53284
3	53285	53288
3	53289	53296
3	53298	53306
3	53307	53320
3	53321	53491
3	53501	53502
3	53504	53507
3	53509	53513
3	53516	53520
3	53522	53525
3	53527	53528
3	53529	53536
3	53537	53542
3	53544	53551
3	53553	53561
3	53562	53571
3	53572	53575
3	53577	53579
3	53580	53590
3	53591	53592
3	53593	53597
3	53599	53601
3	54383	54409
3	54482	54484
3	54497	54563
3	54564	54583
3	55295	55303
3	55304	55454
3	55455	55610
3	55665	55721
3	55780	55834
3	55835	55869
3	55900	55928
3	56349	56543
3	56950	57051
3	57787	57822
3	57870	57888
3	57912	58013
3	58218	58235
3	58236	58273
3	60139	60158
3	60541	60551
3	60552	60553
3	60554	60562
3	60563	60578
3	60579	60612
3	60613	60618
3	60619	60647
3	60649	60652
3	60653	60655
3	60656	60657
3	60658	60691
3	60692	60695
3	60696	60709
3	60712	60720
3	60721	60724
3	60725	60728
3	60732	60734
3	60736	60738
3	60739	60740
3	60741	60742
3	60743	60744
3	60745	60747
3	60787	60807
3	60808	60888
3	61339	61345
3	61346	61353
3	61354	61401
3	61454	61490
3	61562	61665
3	61666	61672
3	61673	61691
3	61692	61702
3	61703	61707
3	61710	61714
3	61717	61730
3	61731	61771
3	61772	61792
3	61793	61801
3	61811	61821
3	61823	61825
3	61826	61960
3	62128	62196
3	62420	62441
3	62442	62450
3	62452	62454
3	62455	62457
3	62459	62463
3	62464	62496
3	62497	62498
3	62922	62943
3	62999	63024
3	63025	63037
3	63038	63055
3	63056	63067
3	63068	63102
3	63103	63105
3	63106	63108
3	63109	63116
3	63117	63118
3	63119	63122
3	63123	63136
3	63137	63138
3	63139	63143
3	63144	63158
3	63161	63162
3	63163	63164
3	63165	63167
3	63181	63182
3	63184	63185
3	63188	63191
3	63195	63199
3	63205	63207
3	63208	63210
3	63211	63215
3	63216	63218
3	63220	63228
3	63229	63233
3	63234	63242
3	63246	63247
3	63248	63249
3	63250	63256
3	63257	63261
3	63264	63265
3	63266	63268
3	63269	63270
3	63276	63277
3	63278	63279
3	63281	63284
3	63285	63286
3	63287	63288
3	63291	63297
3	63298	63303
3	63304	63305
3	63306	63307
3	63308	63311
3	63755	63849
3	63974	63990
3	64029	64130
3	64282	64289
3	64290	64295
3	64361	64370
3	64371	64381
3	64382	64383
3	65072	65149
3	65648	65798
3	65857	65889
3	65890	65892
3	65893	65895
3	65896	65918
3	65919	65930
3	65931	65941
3	65942	66045
3	66200	66202
3	66203	66204
3	66205	66212
3	66263	66290
3	66291	66301
3	67871	67926
3	67927	67978
3	67979	67980
3	67982	67987
3	67988	68169
3	68598	68600
3	68602	68699
3	68702	68715
3	68718	68803
3	68808	68860
3	68861	68897
3	68898	68906
3	69031	69042
3	69166	69404
3	69662	69712
3	69713	69727
3	69728	69750
3	69835	69837
3	69838	69854
3	69856	69860
3	69861	69902
3	69903	69931
3	70062	70136
3	70249	70254
3	70256	70259
3	70261	70266
3	70267	70278
3	70279	70287
3	70297	70344
3	70345	70354
3	70355	70370
3	71436	71446
3	71448	71455
3	71456	71469
3	71770	71856
3	71867	71871
3	71893	71963
3	71964	71968
3	72045	72112
3	72630	72673
3	72674	72675
3	72715	72718
3	72719	72721
3	72722	72726
3	72727	72728
3	72730	72731
3	72795	72797
3	72798	72800
3	72801	72803
3	72805	72821
3	72822	72834
3	72835	72837
3	72838	72840
3	72989	73140
3	73221	73304
3	73344	73445
3	73510	73641
3	74509	74511
3	75063	75160
3	75356	75644
3	75693	75854
3	76379	76459
3	76521	76662
3	76667	76668
3	76669	76685
3	76739	76768
3	76770	76858
3	76860	76865
3	76866	76867
3	76871	77062
3	77074	77082
3	77083	77306
3	77365	77400
3	77449	77460
3	77461	77473
3	77474	77489
3	77490	77492
3	77493	77497
3	77498	77516
3	77889	77963
3	78021	78040
3	78095	78172
3	78363	78440
3	78490	78591
3	78690	78845
3	79142	79189
3	80204	80219
3	80220	80295
3	80296	80302
3	80303	80317
3	80319	80337
3	80338	80346
3	80347	80350
3	80351	80355
3	80421	80572
3	80626	80708
3	80721	80762
3	80763	80777
3	81620	81622
3	82282	82519
3	82789	82796
3	83815	83862
3	83875	84266
3	85127	85136
3	85184	85190
3	85191	85228
3	85267	85284
3	85335	85368
3	87343	87387
3	87499	87641
3	87791	87931
3	88165	88266
3	88303	88310
3	88366	88404
3	88438	88539
3	88976	89043
3	89054	89055
3	89056	89077
3	89105	89107
3	89108	89113
3	89114	89118
3	89119	89127
3	89128	89132
3	89133	89139
3	89140	89149
3	89150	89151
3	89152	89153
3	89157	89205
3	89206	89215
3	89216	89267
3	89392	89452
3	89453	89493
3	89512	89626
3	89627	89630
3	89633	89652
3	89653	89656
3	89657	89674
3	89706	89713
3	89714	89720
3	89721	89727
3	89728	89735
3	89736	89744
3	90744	90745
3	90746	90749
3	90750	90751
3	90753	90759
3	90760	90763
3	90764	90813
3	90814	90819
3	90820	90865
3	90876	90889
3	90971	90977
3	91011	91012
3	91013	91022
3	91023	91033
3	91034	91042
3	91043	91046
3	91048	91049
3	91054	91060
3	91061	91065
3	91066	91068
3	91071	91076
3	91077	91079
3	91081	91084
3	91092	91093
3	91094	91115
3	91592	91619
3	91620	91622
3	91626	91635
3	91636	91641
3	91642	91649
3	91650	91792
3	91800	91900
3	91901	92040
3	92043	92045
3	92046	92049
3	92050	92051
3	92052	92053
3	92054	92059
3	92060	92067
3	92068	92082
3	92121	92131
3	92132	92135
3	92147	92221
3	92224	92248
3	92317	92325
3	92352	92453
3	92550	92603
3	92604	92785
3	92799	92802
3	92803	92845
3	92846	92850
3	92870	92971
3	93070	93250
3	93608	93707
3	93914	94157
3	94158	94159
3	94256	94287
3	94440	94591
3	94931	95036
3	95037	95113
3	95846	95847
3	95848	95852
3	95853	95862
3	95864	95870
3	95871	95873
3	95907	96091
3	96514	96545
3	96546	96553
3	96555	96556
3	96557	96560
3	96561	96562
3	96563	96564
3	96565	96566
3	96568	96572
3	96573	96575
3	96578	96580
3	96582	96586
3	96588	96591
3	96594	96601
3	96602	96603
3	96607	96612
3	96613	96614
3	96615	96616
3	96617	96618
3	96620	96667
3	96668	96672
3	97015	97114
3	97800	97832
3	97833	97835
3	97836	97839
3	97841	97846
3	97847	98117
3	98163	98175
3	98176	98177
3	98178	98197
3	98198	98210
3	98212	98314
3	98553	98587
3	98588	98654
3	99260	99272
3	99277	99361
3	99366	99378
3	99410	99420
3	99422	99434
3	99435	99438
3	99439	99441
3	99442	99450
3	99452	99569
3	99940	99944
3	99945	99950
3	99951	99952
3	100074	100087
3	100257	100310
3	100341	100358
3	100412	100492
3	100493	100498
3	100499	100508
3	100509	100513
3	100580	100681
3	100688	100789
3	101719	101725
3	101726	101728
3	101729	101741
3	101742	101743
3	101744	101747
3	101748	101750
3	101751	101763
3	101764	101765
3	101768	101775
3	101780	101793
3	101795	101799
3	101800	101802
3	101805	101814
3	101817	101818
3	101821	101822
3	102003	102146
3	102187	102405
3	102406	102415
3	102416	102421
3	102422	102423
3	102424	102468
3	102469	102494
3	102495	102499
3	102500	102504
3	103256	103357
3	103372	103396
3	103397	103398
3	103399	103400
3	103401	103421
3	103423	103429
3	103430	103435
3	103437	103438
3	103439	103440
3	103441	103445
3	103449	103454
3	103456	103466
3	103468	103470
3	103471	103472
3	103897	103901
3	103948	103998
3	104011	104280
3	104282	104441
3	104442	104449
3	104459	104614
3	105403	105566
3	105653	105754
3	105943	106049
3	106166	106192
3	106193	106257
3	106388	106403
3	106502	106602
3	106924	106936
3	107379	107480
3	107521	107664
3	107793	107834
3	108642	108663
3	108675	108743
3	108945	108972
3	108973	108983
3	109113	109151
3	109201	109214
3	109243	109347
3	109348	109350
3	109351	109352
3	109436	109537
3	109552	109556
3	109583	109653
3	109666	109767
3	109772	109781
3	109811	109873
3	109949	109971
3	109972	110108
3	110201	110302
3	110335	110521
3	110528	110590
3	110669	110810
3	111030	111034
3	111035	111039
3	111058	111131
3	111149	111159
3	111222	111323
3	111400	111487
3	111635	111645
3	111722	111785
3	111864	111873
3	112067	112256
3	112527	112561
3	112574	112628
3	112662	112675
3	112685	112909
3	112910	112937
3	112941	112944
3	112946	112949
3	113608	113618
3	113674	113708
3	113762	113765
3	113766	113778
3	113779	113780
3	113781	113785
3	113786	113874
3	114310	114335
3	114972	114975
3	114977	114979
3	114982	114986
3	114988	114999
3	115000	115008
3	115010	115020
3	115021	115037
3	115039	115060
3	115061	115065
3	115130	115141
3	115142	115153
3	115154	115221
3	115222	115236
3	115237	115245
3	115246	115256
3	115257	115402
3	115403	115414
3	115689	115698
3	116130	116131
3	116133	116134
3	116136	116143
3	116145	116151
3	116152	116165
3	116166	116173
3	116174	116175
3	116176	116183
3	116184	116192
3	116211	116212
3	116213	116219
3	116221	116224
3	116225	116233
3	116234	116235
3	116237	116241
3	116243	116244
3	116247	116250
3	116251	116252
3	116253	116259
3	116636	116677
3	116678	116879
3	117222	117356
3	117357	117366
3	117367	117372
3	117636	117759
3	117914	117952
3	117976	117988
3	117989	117995
3	117996	117997
3	117998	118012
3	118015	118136
3	118138	118161
3	118954	119042
3	119567	119630
3	119634	119668
3	120336	120504
3	120506	120522
3	120524	120530
3	120877	120882
3	120883	120885
3	120886	120891
3	120894	120896
3	120897	120899
3	120901	120903
3	120904	120907
3	120908	120909
3	120910	120915
3	120916	120917
3	120919	120925
3	120928	120955
3	120956	120961
3	120963	120965
3	121445	121447
3	121448	121497
3	121498	121499
3	121500	121539
3	121540	121553
3	121593	121596
3	121597	121601
3	121602	121610
3	121611	121612
3	121613	121614
3	121615	121747
3	121749	121757
3	121758	121771
3	121793	121795
3	121796	121801
3	122657	122658
3	122659	122663
3	122664	122676
3	122677	122702
3	122703	122741
3	122793	122864
3	123538	123541
3	123542	123547
3	123683	123689
3	123751	123784
3	123798	123953
3	124149	124152
3	124153	124156
3	124163	124167
3	124172	124236
3	124238	124256
3	124257	124260
3	124261	124293
3	124294	124295
3	124324	124425
3	124437	124442
3	124443	124484
3	124485	124489
3	124492	124503
3	124504	124523
3	124525	124535
3	124536	124538
3	124539	124542
3	124543	124545
3	124546	124549
3	124551	124553
3	124554	124555
3	125864	125870
3	125873	125874
3	125875	125877
3	125878	125879
3	125880	125885
3	125887	125890
3	125891	125898
3	125899	125900
3	125901	125903
3	125904	125905
3	125906	125909
3	125910	125913
3	125914	125915
3	125918	125922
3	125924	125925
3	125927	125931
3	125934	125939
3	127003	127004
3	127006	127008
3	127407	127492
3	127702	127718
3	128186	128191
3	128192	128211
3	128212	128217
3	128283	128287
3	129001	129103
3	129145	129214
3	129227	129246
3	129743	129760
3	130167	130214
3	130239	130268
3	130416	130427
3	130428	130433
3	130434	130436
3	130437	130443
3	130444	130448
3	130449	130470
3	130471	130519
3	130521	130522
3	130523	130525
3	130526	130527
3	130560	130661
3	130927	131069
3	131188	131294
3	131295	131339
3	131437	131482
3	131483	131498
3	131499	131740
3	131741	131746
3	131747	131751
3	131752	131773
3	131774	131776
3	131778	131781
3	131783	131800
3	131801	131809
3	131810	131818
3	131821	131851
3	132499	132518
3	132666	132767
3	132844	132858
3	132891	132902
3	132903	132938
3	132939	132945
3	132950	132983
3	132984	132990
3	133705	133745
3	133879	133915
3	133916	133918
3	134865	134890
3	134891	134904
3	134905	134935
3	134937	134985
3	135009	135143
3	135177	135211
3	135228	135365
3	135366	135369
3	135513	135632
3	135633	135662
3	137945	137979
3	138406	138507
3	138581	138606
3	138708	138709
3	138711	138815
3	139629	139730
3	139792	139893
3	139895	139905
3	139920	139960
3	139961	140000
3	140001	140018
3	140019	140021
3	140450	140499
3	140755	140856
3	140982	141004
3	141595	141812
3	141912	142008
3	142349	142353
3	142354	142376
3	142377	142401
3	142402	142450
3	143343	143392
3	143393	143472
3	143473	143482
3	143483	143485
3	143486	143494
3	143851	143865
3	143887	143952
3	144528	144547
3	145043	145088
3	145099	145144
3	145221	145322
3	145715	145754
3	145796	145816
3	145934	146035
3	148007	148038
3	148046	148196
3	148197	148206
3	148207	148222
3	148223	148228
3	148229	148231
3	148232	148240
3	148241	148247
3	149025	149080
3	149081	149085
3	149086	149087
3	149088	149314
3	149728	149744
3	149745	149759
3	149760	149783
3	150644	150653
3	151107	151116
3	151117	151172
3	151173	151190
3	151191	151200
3	151201	151208
3	151339	151340
3	151341	151472
3	151473	151474
3	151475	151490
3	151492	151497
3	151498	151499
3	151500	151501
3	151503	151511
3	151513	151514
3	151516	151519
3	151521	151527
3	151528	151530
3	151531	151538
3	151540	151546
3	151565	151577
3	151578	151585
3	151586	151614
3	151615	151616
3	151617	151628
3	151629	151634
3	151635	151665
3	151666	151740
3	151741	151744
3	151745	151746
3	151747	151749
3	151750	151867
3	151868	151876
3	151877	151903
3	151904	151907
3	152124	152162
3	152163	152203
3	152206	152224
3	152254	152255
3	152256	152258
3	152388	152393
3	152394	152402
3	152487	152489
3	152652	152803
3	152933	152935
3	152936	152937
3	152938	152939
3	152940	152951
3	152970	152973
3	152974	152978
3	152980	152981
3	152982	152983
3	152984	152991
3	152992	153002
3	153003	153006
3	153088	153097
3	153098	153110
3	153112	153113
3	153114	153116
3	153117	153119
3	153757	153761
3	153762	153768
3	153769	153770
3	153771	153776
3	153777	153779
3	153780	153784
3	153785	153790
3	153849	153851
3	153852	153853
3	153854	153857
3	153859	153861
3	153862	153864
3	153866	153867
3	153869	153876
3	154053	154057
3	154058	154070
3	154071	154073
3	154074	154080
3	154081	154083
3	154084	154095
3	154096	154112
3	154113	154159
3	154161	154166
3	154168	154169
3	154170	154176
3	154177	154178
3	154179	154199
3	154201	154209
3	154213	154245
3	154248	154251
3	154252	154258
3	154259	154261
3	154262	154263
3	154264	154271
3	154272	154273
3	154274	154276
3	154277	154310
3	154311	154314
3	154332	154335
3	154336	154351
3	154614	154639
3	154640	154756
3	154774	154827
3	154828	154899
3	154900	154919
3	154920	154924
3	154925	154932
3	154933	154935
3	154938	154939
3	154941	154951
3	154955	154962
3	154964	154966
3	154967	154974
3	154976	154977
3	154986	154988
3	154989	154992
3	154993	155012
3	155013	155019
3	155020	155021
3	155022	155027
3	155028	155110
3	155111	155112
3	155113	155115
3	155116	155126
3	155916	155920
3	155921	155923
3	155924	155938
3	155939	155943
3	155944	155945
3	155946	155957
3	155958	155971
3	155972	155973
3	155974	155982
3	155983	155990
3	155991	155993
3	155994	156001
3	156002	156021
3	156022	156029
3	156042	156043
3	156044	156047
3	156048	156056
3	156057	156058
3	156059	156061
3	156062	156064
3	156065	156066
3	156111	156143
3	156234	156473
3	156474	156510
3	156511	156520
3	156521	156523
3	156524	156534
3	156583	156684
3	156994	157066
3	157090	157092
3	157093	157095
3	157108	157122
3	157123	157141
3	157142	157211
3	157212	157213
3	157214	157216
3	157217	157224
3	157225	157239
3	158652	158753
3	159316	159331
3	159333	159377
3	161103	161118
3	161119	161177
3	161178	161180
3	161181	161185
3	161186	161288
3	161382	161483
3	161946	162102
3	162103	162111
3	162112	162131
3	162132	162133
3	162134	162135
3	162765	162981
3	162992	163001
3	163030	163032
3	163033	163153
3	164541	164554
3	164555	164562
3	164564	164566
3	164567	164575
3	164576	164583
3	164585	164591
3	164592	164607
3	164608	164609
3	164610	164611
3	164613	164615
3	164616	164618
3	164619	164623
3	164624	164627
3	164630	164632
3	164638	164640
3	164642	164644
3	164645	164648
3	164653	164654
3	164655	164670
3	164676	164677
3	164680	164686
3	164795	164805
3	164806	164813
3	164814	164819
3	164821	164823
3	164824	164828
3	164829	164836
3	164837	164847
3	164850	164851
3	164852	164853
3	164854	164856
3	164857	164860
3	164861	164868
3	165464	165515
3	165516	165524
3	165525	165560
3	165562	165663
3	165719	165724
3	165732	165820
3	166819	166825
3	166826	166837
3	166838	166839
3	166840	166843
3	166844	166846
3	166848	166851
3	166852	166856
3	166857	166862
3	166864	166867
3	166868	166869
3	166872	166886
3	166888	166891
3	166894	166896
3	166918	166923
3	166930	166931
3	166932	166935
3	166937	166946
3	166949	166952
3	166953	166959
3	166961	166981
3	166982	166984
3	166985	166995
3	166996	166999
3	167000	167003
3	167004	167005
3	167007	167028
3	167670	167686
3	168316	168369
3	169513	169518
3	170240	170241
3	170243	170249
3	170250	170254
3	170255	170257
3	170258	170263
3	170265	170266
3	170267	170268
3	170269	170271
3	170272	170276
3	170277	170290
3	170291	170451
3	170453	170454
3	170455	170456
3	170457	170461
3	170462	170468
3	170469	170472
3	170509	170526
3	170536	170707
3	170708	170717
3	170724	170736
3	170737	170742
3	170743	170758
3	170759	170787
3	170788	171062
3	171106	171111
3	171112	171114
3	171116	171136
3	171137	171153
3	171154	171201
3	171202	171249
3	171511	171514
3	171517	171521
3	171522	171539
3	171540	171541
3	171543	171547
3	171548	171557
3	171558	171571
3	171572	171587
3	171588	171591
3	171592	171612
3	171776	171785
3	171786	171890
3	171895	171897
3	171899	171900
3	171902	171904
3	171907	171909
3	171910	171914
3	171915	171920
3	171922	171926
3	171972	171973
3	171974	171975
3	171986	172154
3	172161	172174
3	172205	172308
3	172309	172311
3	172320	172325
3	172326	172351
3	172352	172355
3	172356	172369
3	172370	172374
3	172375	172378
3	172380	172381
3	172382	172396
3	172398	172404
3	172412	172421
3	172437	172573
3	172574	172588
3	172591	172596
3	172597	172670
3	172671	172678
3	173411	173530
3	173533	173548
3	173549	173562
3	173610	173634
3	173642	173727
3	173728	173743
3	173767	173771
3	173772	173868
3	173933	173934
3	173936	173941
3	173946	173974
3	173975	173992
3	173993	173994
3	173995	173999
3	174000	174034
3	174526	174627
3	174642	174655
3	174656	174681
3	174685	174690
3	174736	174916
3	174939	174957
3	174976	175040
3	175242	175266
3	175293	175297
3	175299	175300
3	175301	175302
3	175304	175305
3	175306	175307
3	175308	175319
3	175320	175328
3	175329	175339
3	175340	175351
3	175352	175355
3	175356	175387
3	175388	175392
3	175780	175798
3	175851	175881
3	176052	176137
3	176143	176144
3	176145	176146
3	176148	176149
3	176150	176151
3	176478	176501
3	176502	176515
3	176516	176517
3	176518	176520
3	176522	176529
3	176530	176539
3	176541	176543
3	176544	176546
3	176548	176552
3	176553	176561
3	176566	176571
3	176572	176574
3	176575	176576
3	176714	176865
3	176919	176959
3	176960	176979
3	176980	176982
3	176983	176984
3	176985	177044
3	177045	177046
3	177047	177070
3	178945	178946
3	178947	178951
3	178953	178954
3	178955	178956
3	178957	178960
3	178964	178965
3	178968	178971
3	178972	178974
3	178976	178980
3	178983	178990
3	178991	178996
3	178997	178999
3	179000	179005
3	179006	179013
3	179014	179015
3	179016	179030
3	179353	179361
3	179428	179572
3	179573	179588
3	179607	179614
3	181684	181691
3	181692	181707
3	181894	181909
3	181910	181980
3	182029	182045
3	182118	182130
3	182136	182171
3	182172	182219
3	182944	182955
3	183297	183425
3	183457	183466
3	183548	183558
3	183564	183665
3	183845	183861
3	183920	184130
3	184131	184145
3	184295	184325
3	184688	184743
3	184744	184753
3	184754	184762
3	184763	184768
3	184769	184785
3	184854	184866
3	184868	184869
3	184871	184880
3	184881	184883
3	184885	184890
3	184892	184900
3	184901	184903
3	184904	184912
3	184913	185005
3	185006	185021
3	185384	185443
3	185471	185485
3	185495	185596
3	186589	186774
3	186790	186931
3	186932	186941
3	186957	186988
3	187003	187019
3	187020	187021
3	187022	187023
3	187025	187037
3	187038	187062
3	187063	187064
3	187068	187069
3	187071	187075
3	187077	187090
3	187091	187152
3	187153	187155
3	187225	187229
3	187233	187240
3	187241	187242
3	187243	187245
3	187248	187379
3	187410	187599
3	187679	187708
3	187709	187780
3	188025	188140
3	188201	188216
3	188217	188302
3	189205	189414
3	189547	189614
3	189760	189767
3	189768	189771
3	189772	189783
3	189784	189785
3	189788	189789
3	189790	189791
3	189792	189794
3	189796	189861
3	189926	189933
3	189934	190047
3	194218	194225
3	194226	194234
3	194235	194246
3	194247	194254
3	194255	194293
3	194294	194298
3	195082	195221
3	195270	195371
3	196693	196794
3	197666	197764
3	198479	198791
3	199098	199197
3	200298	200302
3	200444	200528
3	200542	200545
3	200729	200775
3	200781	200830
3	200873	200882
3	200891	200974
3	202485	202572
3	203016	203017
3	203018	203116
3	203311	203320
3	203321	203354
3	203355	203357
3	203436	203445
3	203447	203449
3	203450	203454
3	203455	203462
3	203517	203617
3	203718	203810
3	204014	204017
3	204018	204208
3	205096	205125
3	205196	205197
3	205281	205297
3	205509	205533
3	205727	205770
3	206050	206230
3	206232	206235
3	206389	206423
3	206424	206428
3	206429	206439
3	206440	206445
3	206446	206447
3	206448	206470
3	206471	206531
3	206532	206535
3	206572	206575
3	206576	206577
3	206578	206579
3	206623	206628
3	206629	206639
