sample	start	end	coverage
1	3390000	3399999	0.2
1	3400000	3409999	0.6
1	3410000	3419999	0.6
1	3420000	3429999	0.6
1	3430000	3439999	0.3
1	3440000	3449999	0.1
1	3450000	3459999	0.0
1	3460000	3469999	0.2
1	3470000	3479999	0.1
1	3480000	3489999	0.4
1	3490000	3499999	0.2
1	3500000	3509999	0.0
1	3510000	3519999	0.1
1	3520000	3529999	0.0
1	3530000	3539999	0.0
1	3540000	3549999	0.0
1	3550000	3559999	0.0
1	3560000	3569999	0.3
1	3570000	3579999	0.1
1	3580000	3589999	0.4
1	3590000	3599999	0.6
1	3600000	3609999	0.1
1	3610000	3619999	0.7
1	3620000	3629999	1.1
1	3630000	3639999	0.3
1	3640000	3649999	0.2
1	3650000	3659999	0.4
1	3660000	3669999	0.3
1	3670000	3679999	0.0
1	3680000	3689999	0.2
1	3690000	3699999	0.2
1	3700000	3709999	0.0
1	3710000	3719999	0.1
1	3720000	3729999	0.0
1	3730000	3739999	0.0
1	3740000	3749999	0.1
1	3750000	3759999	0.4
1	3760000	3769999	0.4
1	3770000	3779999	0.4
1	3780000	3789999	0.3
1	3790000	3799999	0.0
1	3800000	3809999	0.0
1	3810000	3819999	0.2
1	3820000	3829999	0.1
1	3830000	3839999	0.0
1	3840000	3849999	0.0
1	3850000	3859999	0.0
1	3860000	3869999	0.0
1	3870000	3879999	0.1
1	3880000	3889999	0.0
1	3890000	3899999	0.0
1	3900000	3909999	0.0
1	3910000	3919999	0.4
1	3920000	3929999	0.7
1	3930000	3939999	0.5
1	3940000	3949999	1.1
1	3950000	3959999	0.7
1	3960000	3969999	0.9
1	3970000	3979999	0.3
1	3980000	3989999	0.3
1	3990000	3999999	0.0
1	4000000	4009999	0.3
1	4010000	4019999	0.2
1	4020000	4029999	0.6
1	4030000	4039999	0.2
1	4040000	4049999	0.6
1	4050000	4059999	0.8
1	4060000	4069999	0.0
1	4070000	4079999	0.1
1	4080000	4089999	0.5
1	4090000	4099999	0.5
1	4100000	4109999	0.4
1	4110000	4119999	0.2
1	4120000	4129999	0.1
1	4130000	4139999	0.6
1	4140000	4149999	0.4
1	4150000	4159999	0.3
1	4160000	4169999	0.1
1	4170000	4179999	0.4
1	4180000	4189999	0.2
1	4190000	4199999	0.8
1	4200000	4209999	2.5
1	4210000	4219999	0.0
1	4220000	4229999	0.9
1	4230000	4239999	0.1
1	4240000	4249999	0.0
1	4250000	4259999	0.1
1	4260000	4269999	0.0
1	4270000	4279999	0.0
1	4280000	4289999	0.3
1	4290000	4299999	0.0
1	4300000	4309999	0.0
1	4310000	4319999	0.1
1	4320000	4329999	0.1
1	4330000	4339999	0.2
1	4340000	4349999	0.1
1	4350000	4359999	0.1
1	4360000	4369999	0.4
1	4370000	4379999	0.5
1	4380000	4389999	0.1
1	4390000	4399999	0.3
1	4400000	4409999	0.2
1	4410000	4419999	0.2
1	4420000	4429999	0.9
1	4430000	4439999	0.5
1	4440000	4449999	0.5
1	4450000	4459999	0.7
1	4460000	4469999	0.9
1	4470000	4479999	0.6
1	4480000	4489999	0.2
1	4490000	4499999	0.1
1	4500000	4509999	0.0
1	4510000	4519999	0.4
1	4520000	4529999	0.2
1	4530000	4539999	0.4
1	4540000	4549999	0.1
1	4550000	4559999	0.2
1	4560000	4569999	0.5
1	4570000	4579999	0.6
1	4580000	4589999	0.4
1	4590000	4599999	0.0
1	4600000	4609999	0.3
1	4610000	4619999	0.2
1	4620000	4629999	0.1
1	4630000	4639999	1.3
1	4640000	4649999	1.6
1	4650000	4659999	0.3
1	4660000	4669999	1.0
1	4670000	4679999	1.4
1	4680000	4689999	0.2
1	4690000	4699999	1.2
1	4700000	4709999	0.9
1	4710000	4719999	0.5
1	4720000	4729999	0.0
1	4730000	4739999	0.1
1	4740000	4749999	0.4
1	4750000	4759999	1.2
1	4760000	4769999	1.3
1	4770000	4779999	0.3
1	4780000	4789999	0.5
1	4790000	4799999	0.2
1	4800000	4809999	0.5
1	4810000	4819999	0.3
1	4820000	4829999	0.6
1	4830000	4839999	0.3
1	4840000	4849999	0.8
1	4850000	4859999	0.4
1	4860000	4869999	0.4
1	4870000	4879999	0.4
1	4880000	4889999	0.5
1	4890000	4899999	0.5
1	4900000	4900890	0.0
2	0	9999	0.0
2	10000	19999	0.0
2	20000	29999	0.0
2	30000	39999	0.0
2	40000	49999	0.1
2	50000	59999	0.0
2	60000	69999	0.0
2	70000	79999	0.0
2	80000	89999	0.0
2	90000	99999	0.0
2	100000	109999	0.0
2	110000	119999	0.0
2	120000	129999	0.0
2	130000	139999	0.1
2	140000	149999	0.0
2	150000	159999	0.0
2	160000	169999	0.0
2	170000	179999	0.0
2	180000	189999	0.0
2	190000	199999	0.0
2	200000	209999	0.0
2	210000	219999	0.0
2	220000	229999	0.0
2	230000	239999	0.0
2	240000	249999	0.0
2	250000	259999	0.0
2	260000	269999	0.0
2	270000	279999	0.0
2	280000	289999	0.0
2	290000	299999	0.0
2	300000	309999	0.0
2	310000	319999	0.0
2	320000	329999	0.0
2	330000	339999	0.0
2	340000	349999	0.0
2	350000	359999	0.0
2	360000	369999	0.0
2	370000	379999	0.0
2	380000	389999	0.0
2	390000	399999	0.0
2	400000	409999	0.0
2	410000	419999	0.0
2	420000	429999	0.0
2	430000	439999	0.0
2	440000	449999	0.0
2	450000	459999	0.0
2	460000	469999	0.0
2	470000	479999	0.0
2	480000	489999	0.1
2	490000	499999	0.0
2	500000	509999	0.1
2	510000	519999	0.1
2	520000	529999	0.0
2	530000	539999	0.1
2	540000	549999	0.0
2	550000	559999	0.0
2	560000	569999	0.0
2	570000	579999	0.0
2	580000	589999	0.0
2	590000	599999	0.0
2	600000	609999	0.0
2	610000	619999	0.1
2	620000	629999	0.0
2	630000	639999	0.0
2	640000	649999	0.0
2	650000	659999	0.0
2	660000	669999	0.0
2	670000	679999	0.0
2	680000	689999	0.0
2	690000	699999	0.0
2	700000	709999	0.0
2	710000	719999	0.0
2	720000	729999	0.0
2	730000	739999	0.0
2	740000	749999	0.0
2	750000	759999	0.0
2	760000	769999	0.0
2	770000	779999	0.0
2	780000	789999	0.0
2	790000	799999	0.0
2	800000	809999	0.0
2	810000	819999	0.0
2	820000	829999	0.0
2	830000	839999	0.0
2	840000	849999	0.0
2	850000	859999	0.0
2	860000	869999	0.0
2	870000	879999	0.0
2	880000	889999	0.0
2	890000	899999	0.0
2	900000	909999	0.0
2	910000	919999	0.0
2	920000	929999	0.0
2	930000	939999	0.0
2	940000	949999	0.0
2	950000	959999	0.0
2	960000	969999	0.0
2	970000	979999	0.0
2	980000	989999	0.0
2	990000	999999	0.0
2	1000000	1009999	0.0
2	1010000	1019999	0.0
2	1020000	1029999	0.0
2	1030000	1039999	0.0
2	1040000	1049999	0.0
2	1050000	1059999	0.0
2	1060000	1069999	0.0
2	1070000	1079999	0.0
2	1080000	1089999	0.0
2	1090000	1099999	0.0
2	1100000	1109999	0.0
2	1110000	1119999	0.0
2	1120000	1129999	0.0
2	1130000	1139999	0.1
2	1140000	1149999	0.0
2	1150000	1159999	0.0
2	1160000	1169999	0.0
2	1170000	1179999	0.0
2	1180000	1189999	0.0
2	1190000	1199999	0.0
2	1200000	1209999	0.0
2	1210000	1219999	0.0
2	1220000	1229999	0.0
2	1230000	1239999	0.0
2	1240000	1249999	0.0
2	1250000	1259999	0.0
2	1260000	1269999	0.0
2	1270000	1279999	0.0
2	1280000	1289999	0.1
2	1290000	1299999	0.0
2	1300000	1309999	0.0
2	1310000	1319999	0.0
2	1320000	1329999	0.0
2	1330000	1339999	0.0
2	1340000	1349999	0.0
2	1350000	1359999	0.0
2	1360000	1369999	0.0
2	1370000	1379999	0.0
2	1380000	1389999	0.0
2	1390000	1399999	0.0
2	1400000	1409999	0.0
2	1410000	1419999	0.0
2	1420000	1429999	0.0
2	1430000	1439999	0.0
2	1440000	1449999	0.1
2	1450000	1459999	0.0
2	1460000	1469999	0.0
2	1470000	1479999	0.1
2	1480000	1489999	0.0
2	1490000	1499999	0.0
2	1500000	1509999	0.0
2	1510000	1519999	0.0
2	1520000	1529999	0.0
2	1530000	1539999	0.0
2	1540000	1549999	0.0
2	1550000	1559999	0.0
2	1560000	1569999	0.0
2	1570000	1579999	0.0
2	1580000	1589999	0.0
2	1590000	1599999	0.0
2	1600000	1609999	0.0
2	1610000	1619999	0.0
2	1620000	1629999	0.0
2	1630000	1639999	0.0
2	1640000	1649999	0.0
2	1650000	1659999	0.0
2	1660000	1669999	0.0
2	1670000	1679999	0.0
2	1680000	1689999	0.0
2	1690000	1699999	0.0
2	1700000	1709999	0.0
2	1710000	1719999	0.0
2	1720000	1729999	0.0
2	1730000	1739999	0.0
2	1740000	1749999	0.0
2	1750000	1759999	0.0
2	1760000	1769999	0.0
2	1770000	1779999	0.0
2	1780000	1789999	0.0
2	1790000	1799999	0.0
2	1800000	1809999	0.0
2	1810000	1819999	0.0
2	1820000	1829999	0.0
2	1830000	1839999	0.0
2	1840000	1849999	0.0
2	1850000	1859999	0.0
2	1860000	1869999	0.0
2	1870000	1879999	0.0
2	1880000	1889999	0.0
2	1890000	1899999	0.0
2	1900000	1909999	0.0
2	1910000	1919999	0.0
2	1920000	1929999	0.0
2	1930000	1939999	0.0
2	1940000	1949999	0.0
2	1950000	1959999	0.0
2	1960000	1969999	0.0
2	1970000	1979999	0.0
2	1980000	1989999	0.0
2	1990000	1999999	0.0
2	2000000	2009999	0.0
2	2010000	2019999	0.0
2	2020000	2029999	0.0
2	2030000	2039999	0.0
2	2040000	2049999	0.0
2	2050000	2059999	0.0
2	2060000	2069999	0.0
2	2070000	2079999	0.0
2	2080000	2089999	0.0
2	2090000	2099999	0.0
2	2100000	2109999	0.0
2	2110000	2119999	0.0
2	2120000	2129999	0.0
2	2130000	2139999	0.0
2	2140000	2149999	0.1
2	2150000	2159999	0.0
2	2160000	2169999	0.0
2	2170000	2179999	0.0
2	2180000	2189999	0.0
2	2190000	2199999	0.0
2	2200000	2209999	0.0
2	2210000	2219999	0.0
2	2220000	2229999	0.0
2	2230000	2239999	0.0
2	2240000	2249999	0.0
2	2250000	2259999	0.0
2	2260000	2269999	0.0
2	2270000	2279999	0.0
2	2280000	2289999	0.0
2	2290000	2299999	0.0
2	2300000	2309999	0.0
2	2310000	2319999	0.0
2	2320000	2329999	0.0
2	2330000	2339999	0.0
2	2340000	2349999	0.0
2	2350000	2359999	0.0
2	2360000	2369999	0.0
2	2370000	2379999	0.0
2	2380000	2389999	0.0
2	2390000	2399999	0.0
2	2400000	2409999	0.0
2	2410000	2419999	0.0
2	2420000	2429999	0.0
2	2430000	2439999	0.0
2	2440000	2449999	0.0
2	2450000	2459999	0.0
2	2460000	2469999	0.0
2	2470000	2479999	0.0
2	2480000	2489999	0.0
2	2490000	2499999	0.0
2	2500000	2509999	0.0
2	2510000	2519999	0.0
2	2520000	2529999	0.0
2	2530000	2539999	0.0
2	2540000	2549999	0.0
2	2550000	2559999	0.0
2	2560000	2569999	0.0
2	2570000	2579999	0.0
2	2580000	2589999	0.0
2	2590000	2599999	0.0
2	2600000	2609999	0.0
2	2610000	2619999	0.0
2	2620000	2629999	0.0
2	2630000	2639999	0.0
2	2640000	2649999	0.0
2	2650000	2659999	0.0
2	2660000	2669999	0.0
2	2670000	2679999	0.0
2	2680000	2689999	0.0
2	2690000	2699999	0.0
2	2700000	2709999	0.0
2	2710000	2719999	0.0
2	2720000	2729999	0.0
2	2730000	2739999	0.0
2	2740000	2749999	0.0
2	2750000	2759999	0.0
2	2760000	2769999	0.1
2	2770000	2779999	0.0
2	2780000	2789999	0.0
2	2790000	2799999	0.0
2	2800000	2809999	0.0
2	2810000	2819999	0.0
2	2820000	2829999	0.0
2	2830000	2839999	0.0
2	2840000	2849999	0.0
2	2850000	2859999	0.0
2	2860000	2869999	0.0
2	2870000	2879999	0.0
2	2880000	2889999	0.0
2	2890000	2899999	0.0
2	2900000	2909999	0.0
2	2910000	2919999	0.0
2	2920000	2929999	0.0
2	2930000	2939999	0.0
2	2940000	2949999	0.0
2	2950000	2959999	0.0
2	2960000	2969999	0.0
2	2970000	2979999	0.0
2	2980000	2989999	0.0
2	2990000	2999999	0.0
2	3000000	3009999	0.0
2	3010000	3019999	0.0
2	3020000	3029999	0.0
2	3030000	3039999	0.0
2	3040000	3049999	0.0
2	3050000	3059999	0.0
2	3060000	3069999	0.0
2	3070000	3079999	0.0
2	3080000	3089999	0.0
2	3090000	3099999	0.0
2	3100000	3109999	0.0
2	3110000	3119999	0.0
2	3120000	3129999	0.0
2	3130000	3139999	0.0
2	3140000	3149999	0.1
2	3150000	3159999	0.0
2	3160000	3169999	0.0
2	3170000	3179999	0.0
2	3180000	3189999	0.0
2	3190000	3199999	0.0
2	3200000	3209999	0.0
2	3210000	3219999	0.0
2	3220000	3229999	0.0
2	3230000	3239999	0.0
2	3240000	3249999	0.0
2	3250000	3259999	0.0
2	3260000	3269999	0.0
2	3270000	3279999	0.0
2	3280000	3289999	0.0
2	3290000	3299999	0.0
2	3300000	3309999	0.0
2	3310000	3319999	0.0
2	3320000	3329999	0.0
2	3330000	3339999	0.0
2	3340000	3349999	0.0
2	3350000	3359999	0.0
2	3360000	3369999	0.0
2	3370000	3379999	0.0
2	3380000	3389999	0.0
2	3390000	3399999	0.0
2	3400000	3409999	0.0
2	3410000	3419999	0.0
2	3420000	3429999	0.0
2	3430000	3439999	0.0
2	3440000	3449999	0.0
2	3450000	3459999	0.0
2	3460000	3469999	0.0
2	3470000	3479999	0.0
2	3480000	3489999	0.0
2	3490000	3499999	0.0
2	3500000	3509999	0.0
2	3510000	3519999	0.0
2	3520000	3529999	0.0
2	3530000	3539999	0.0
2	3540000	3549999	0.0
2	3550000	3559999	0.0
2	3560000	3569999	0.0
2	3570000	3579999	0.0
2	3580000	3589999	0.0
2	3590000	3599999	0.0
2	3600000	3609999	0.0
2	3610000	3619999	0.0
2	3620000	3629999	0.0
2	3630000	3639999	0.0
2	3640000	3649999	0.0
2	3650000	3659999	0.0
2	3660000	3669999	0.0
2	3670000	3679999	0.0
2	3680000	3689999	0.0
2	3690000	3699999	0.0
2	3700000	3709999	0.0
2	3710000	3719999	0.0
2	3720000	3729999	0.0
2	3730000	3739999	0.0
2	3740000	3749999	0.0
2	3750000	3759999	0.0
2	3760000	3769999	0.1
2	3770000	3779999	0.1
2	3780000	3789999	0.0
2	3790000	3799999	0.0
2	3800000	3809999	0.0
2	3810000	3819999	0.0
2	3820000	3829999	0.0
2	3830000	3839999	0.0
2	3840000	3849999	0.0
2	3850000	3859999	0.0
2	3860000	3869999	0.0
2	3870000	3879999	0.0
2	3880000	3889999	0.0
2	3890000	3899999	0.0
2	3900000	3909999	0.0
2	3910000	3919999	0.0
2	3920000	3929999	0.0
2	3930000	3939999	0.0
2	3940000	3949999	0.0
2	3950000	3959999	0.1
2	3960000	3969999	0.0
2	3970000	3979999	0.0
2	3980000	3989999	0.0
2	3990000	3999999	0.0
2	4000000	4009999	0.0
2	4010000	4019999	0.0
2	4020000	4029999	0.0
2	4030000	4039999	0.0
2	4040000	4049999	0.0
2	4050000	4059999	0.0
2	4060000	4069999	0.0
2	4070000	4079999	0.0
2	4080000	4089999	0.0
2	4090000	4099999	0.0
2	4100000	4109999	0.0
2	4110000	4119999	0.0
2	4120000	4129999	0.0
2	4130000	4139999	0.1
2	4140000	4149999	0.0
2	4150000	4159999	0.1
2	4160000	4169999	0.0
2	4170000	4179999	0.0
2	4180000	4189999	0.0
2	4190000	4199999	0.0
2	4200000	4209999	0.1
2	4210000	4219999	0.0
2	4220000	4229999	0.0
2	4230000	4239999	0.0
2	4240000	4249999	0.0
2	4250000	4259999	0.0
2	4260000	4269999	0.0
2	4270000	4279999	0.0
2	4280000	4289999	0.0
2	4290000	4299999	0.0
2	4300000	4309999	0.0
2	4310000	4319999	0.0
2	4320000	4329999	0.0
2	4330000	4339999	0.0
2	4340000	4349999	0.0
2	4350000	4359999	0.1
2	4360000	4369999	0.0
2	4370000	4379999	0.0
2	4380000	4389999	0.0
2	4390000	4399999	0.0
2	4400000	4409999	0.0
2	4410000	4419999	0.0
2	4420000	4429999	0.1
2	4430000	4439999	0.0
2	4440000	4449999	0.0
2	4450000	4459999	0.0
2	4460000	4469999	0.0
2	4470000	4479999	0.0
2	4480000	4489999	0.0
2	4490000	4499999	0.0
2	4500000	4509999	0.0
2	4510000	4519999	0.0
2	4520000	4529999	0.0
2	4530000	4539999	0.0
2	4540000	4549999	0.0
2	4550000	4559999	0.0
2	4560000	4569999	0.0
2	4570000	4579999	0.0
2	4580000	4589999	0.0
2	4590000	4599999	0.0
2	4600000	4609999	0.1
2	4610000	4619999	0.0
2	4620000	4629999	0.0
2	4630000	4639999	0.1
2	4640000	4649999	0.0
2	4650000	4659999	0.0
2	4660000	4669999	0.1
2	4670000	4679999	0.0
2	4680000	4689999	0.0
2	4690000	4699999	0.0
2	4700000	4709999	0.0
2	4710000	4719999	0.0
2	4720000	4729999	0.0
2	4730000	4739999	0.0
2	4740000	4749999	0.0
2	4750000	4759999	0.0
2	4760000	4769999	0.0
2	4770000	4779999	0.0
2	4780000	4789999	0.0
2	4790000	4799999	0.0
2	4800000	4809999	0.0
2	4810000	4819999	0.0
2	4820000	4829999	0.0
2	4830000	4839999	0.0
2	4840000	4849999	0.0
2	4850000	4859999	0.0
2	4860000	4869999	0.0
2	4870000	4879999	0.0
2	4880000	4889999	0.1
2	4890000	4899999	0.0
2	4900000	4900890	0.0
3	0	9999	1.4
3	10000	19999	0.8
3	20000	29999	0.7
3	30000	39999	0.9
3	40000	49999	1.1
3	50000	59999	0.8
3	60000	69999	1.0
3	70000	79999	1.0
3	80000	89999	1.0
3	90000	99999	1.1
3	100000	109999	1.1
3	110000	119999	1.1
3	120000	129999	0.8
3	130000	139999	1.0
3	140000	149999	1.2
3	150000	159999	1.0
3	160000	169999	0.5
3	170000	179999	1.2
3	180000	189999	1.0
3	190000	199999	1.0
3	200000	209999	0.9
3	210000	219999	1.1
3	220000	229999	0.9
3	230000	239999	1.0
3	240000	249999	0.9
3	250000	259999	0.7
3	260000	269999	1.0
3	270000	279999	0.9
3	280000	289999	1.0
3	290000	299999	1.0
3	300000	309999	0.8
3	310000	319999	1.3
3	320000	329999	0.7
3	330000	339999	0.9
3	340000	349999	0.8
3	350000	359999	0.6
3	360000	369999	1.1
3	370000	379999	0.8
3	380000	389999	1.2
3	390000	399999	1.1
3	400000	409999	1.0
3	410000	419999	1.1
3	420000	429999	1.3
3	430000	439999	1.0
3	440000	449999	1.2
3	450000	459999	1.2
3	460000	469999	1.2
3	470000	479999	1.2
3	480000	489999	1.1
3	490000	499999	1.4
3	500000	509999	0.8
3	510000	519999	1.2
